title,description,category,condition,original_price,final_price
桌游,桌游，在校期间使用，基本保持干净整洁，适合有同样兴趣的同学，也可以邮寄，运费自理。,other/appliance,like_new,383,279
电磁炉,电磁炉，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，校内自提优先。,daily/stationery,good,476,207
尤克里里,尤克里里，在校期间使用，整体成色良好，适合有同样兴趣的同学，看中的话可以小刀一点。,other/musical,like_new,453,320
足球,足球，在学校体育馆使用，表面有轻微磨损，适合日常锻炼，看中的话可以小刀一点。,sports/fitness,good,719,409
木吉他（其他/服务技能）,木吉他，在校期间使用，基本保持干净整洁，适合有同样兴趣的同学，也可以邮寄，运费自理。,other/service,poor,2490,328
咖啡粉（食品饮料/茶咖啡）,咖啡粉，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/tea_coffee,like_new,28,21
卫衣 尺码M,卫衣 尺码M，穿着次数不多，无明显污渍，衣服版型正常，不影响日常穿着，校内自提优先。,clothing/other_clothing,like_new,240,172
iPhone 14 256G 2022款,iPhone 14 256G 2022款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，支持当面验货。,electronics/charger,good,5677,2287
吹风机,吹风机，在校期间使用，有正常使用痕迹，不影响功能，适合有同样兴趣的同学，校内自提优先。,other/toy,like_new,461,281
电磁炉,电磁炉，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，也可以邮寄，运费自理。,daily/bedding,good,241,132
牛仔裤 尺码XL（服装配饰/连衣裙）,牛仔裤 尺码XL，洗护得当，颜色保持良好，细看有少量小污渍，衣服版型正常，不影响日常穿着，看中的话可以小刀一点。,clothing/dress,fair,687,214
考研英语真题 第六版,考研英语真题 第六版，部分章节有荧光笔划线，书脊完好，无缺页，适合备考或平时自学，校内自提优先。,books/reference,like_new,24,12
画板（其他/艺术品收藏品）,画板，在校期间使用，基本保持干净整洁，适合有同样兴趣的同学，也可以邮寄，运费自理。,other/art,like_new,982,492
瑜伽垫（运动用品/运动服装）,瑜伽垫，在学校操场使用，整体状态很好，适合日常锻炼，支持当面验货。,sports/sports_clothing,new,840,721
降噪耳机 64G 2023款（电子产品/台式电脑）,降噪耳机 64G 2023款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，也可以邮寄，运费自理。,electronics/desktop,poor,1649,457
桌游,桌游，在校期间使用，细节位置有轻微磨损，适合有同样兴趣的同学，校内自提优先。,other/musical,like_new,2383,1829
机械键盘 256G 2023款,机械键盘 256G 2023款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，校内自提优先。,electronics/camera,new,7777,6648
漫画合集 第六版,漫画合集 第六版，只有少量铅笔标注，书脊完好，无缺页，适合备考或平时自学，看中的话可以小刀一点。,books/exam,fair,188,68
尤克里里（其他/其他）,尤克里里，在校期间使用，有正常使用痕迹，不影响功能，适合有同样兴趣的同学，看中的话可以小刀一点。,other/other_other,good,2818,1553
画板（其他/票券卡券）,画板，在校期间使用，基本保持干净整洁，适合有同样兴趣的同学，校内自提优先。,other/ticket,like_new,622,318
羽毛球拍,羽毛球拍，在学校体育馆使用，整体状态很好，适合日常锻炼，看中的话可以小刀一点。,sports/other_sports,new,242,173
雨伞,雨伞，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，支持当面验货。,daily/skincare,like_new,342,220
蓝牙耳机 256G 2022款,蓝牙耳机 256G 2022款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，也可以邮寄，运费自理。,electronics/laptop,fair,294,133
零食大礼包（食品饮料/保健食品）,零食大礼包，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/health_food,good,136,94
篮球,篮球，在学校体育馆使用，整体状态很好，适合日常锻炼，看中的话可以小刀一点。,sports/ball,like_new,773,395
桌游,桌游，在校期间使用，基本保持干净整洁，适合有同样兴趣的同学，看中的话可以小刀一点。,other/ticket,good,1374,563
尤克里里,尤克里里，在校期间使用，整体成色良好，适合有同样兴趣的同学，看中的话可以小刀一点。,other/other_other,like_new,2537,1305
MacBook Pro 256G 2022款,MacBook Pro 256G 2022款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，也可以邮寄，运费自理。,electronics/phone,good,1418,766
高数 同济版 最新版,高数 同济版 最新版，几乎未写过习题，书脊完好，无缺页，适合备考或平时自学，也可以邮寄，运费自理。,books/magazine,like_new,56,35
机械键盘 256G 2022款,机械键盘 256G 2022款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，也可以邮寄，运费自理。,electronics/camera,new,4432,3542
台灯,台灯，宿舍自用，几乎全新，一直保持干净，转给需要的同学，校内自提优先。,daily/skincare,new,87,76
足球,足球，在学校体育馆使用，表面有轻微磨损，适合日常锻炼，校内自提优先。,sports/swimming,good,424,201
帆布包 尺码XL,帆布包 尺码XL，穿着次数不多，无明显污渍，衣服版型正常，不影响日常穿着，也可以邮寄，运费自理。,clothing/top,like_new,533,377
哑铃套装,哑铃套装，在学校体育馆使用，表面有轻微磨损，适合日常锻炼，支持当面验货。,sports/sports_shoes,good,848,404
台灯,台灯，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，也可以邮寄，运费自理。,daily/personal_care,good,230,118
高数 同济版 最新版,高数 同济版 最新版，几乎未写过习题，书脊完好，无缺页，适合备考或平时自学，也可以邮寄，运费自理。,books/exam,good,130,57
经典小说 第七版,经典小说 第七版，几乎未写过习题，书脊完好，无缺页，适合备考或平时自学，支持当面验货。,books/language,good,190,104
运动鞋 尺码M,运动鞋 尺码M，只在换季时偶尔穿，细看有少量小污渍，衣服版型正常，不影响日常穿着，看中的话可以小刀一点。,clothing/bottom,fair,596,195
小型冰箱,小型冰箱，在校期间使用，细节位置有轻微磨损，适合有同样兴趣的同学，支持当面验货。,other/toy,poor,1226,127
化妆品套装,化妆品套装，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，支持当面验货。,daily/skincare,poor,352,98
宿舍四件套（日用百货/装饰品）,宿舍四件套，宿舍自用，几乎全新，一直保持干净，转给需要的同学，看中的话可以小刀一点。,daily/decoration,new,262,226
小米手机 128G 2023款,小米手机 128G 2023款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，校内自提优先。,electronics/phone,new,4769,4084
小型冰箱（其他/家电）,小型冰箱，在校期间使用，整体成色良好，适合有同样兴趣的同学，支持当面验货。,other/appliance,new,1167,857
水壶（日用百货/清洁用品）,水壶，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，校内自提优先。,daily/cleaning,like_new,373,285
iPhone 14 64G 2022款,iPhone 14 64G 2022款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，也可以邮寄，运费自理。,electronics/headphone,like_new,6305,4623
奶茶券,奶茶券，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/drinks,like_new,154,83
吹风机,吹风机，在校期间使用，整体成色良好，适合有同样兴趣的同学，看中的话可以小刀一点。,other/appliance,like_new,2037,1595
专业课教材 第六版（图书教材/考试用书）,专业课教材 第六版，只有少量铅笔标注，书脊完好，无缺页，适合备考或平时自学，看中的话可以小刀一点。,books/exam,like_new,26,17
小米手机 256G 2021款,小米手机 256G 2021款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，也可以邮寄，运费自理。,electronics/headphone,new,3907,3100
马丁靴 尺码L,马丁靴 尺码L，穿着次数不多，细看有少量小污渍，衣服版型正常，不影响日常穿着，看中的话可以小刀一点。,clothing/dress,good,91,54
经典小说 最新版,经典小说 最新版，几乎未写过习题，书脊完好，无缺页，适合备考或平时自学，看中的话可以小刀一点。,books/reference,new,172,140
iPhone 13 512G 2023款,iPhone 13 512G 2023款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，看中的话可以小刀一点。,electronics/headphone,fair,2132,839
跑步鞋,跑步鞋，在学校体育馆使用，整体状态很好，适合日常锻炼，支持当面验货。,sports/yoga,like_new,1013,621
整箱方便面（食品饮料/其他食品）,整箱方便面，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/other_food,fair,108,42
尤克里里（其他/乐器）,尤克里里，在校期间使用，细节位置有轻微磨损，适合有同样兴趣的同学，看中的话可以小刀一点。,other/musical,fair,134,44
牛仔裤 尺码XL,牛仔裤 尺码XL，穿着次数不多，细看有少量小污渍，衣服版型正常，不影响日常穿着，校内自提优先。,clothing/top,fair,455,98
线性代数 第七版,线性代数 第七版，只有少量铅笔标注，书脊完好，无缺页，适合备考或平时自学，支持当面验货。,books/other_books,fair,25,7
化妆品套装（日用百货/护肤品）,化妆品套装，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，看中的话可以小刀一点。,daily/skincare,good,170,87
卫衣 尺码XL,卫衣 尺码XL，只在换季时偶尔穿，无明显污渍，衣服版型正常，不影响日常穿着，也可以邮寄，运费自理。,clothing/bottom,new,643,546
篮球,篮球，在学校操场使用，表面有轻微磨损，适合日常锻炼，支持当面验货。,sports/outdoor,fair,1311,405
卫衣 尺码M（服装配饰/配饰）,卫衣 尺码M，只在换季时偶尔穿，无明显污渍，衣服版型正常，不影响日常穿着，支持当面验货。,clothing/accessories,like_new,207,108
